municipality_id,district_id,municipality,district,project_name,project_num,project_id,supply_demand_year,typology,layout,total_supply,total_demand,occupancy_rate,SHAPE_Length,SHAPE_Area
41,57,Abu Dhabi City,AL REEM ISLAND,Canal by M,20240000278350,2221,2026,Apartment / Duplex,All beds,29,,0.000000000000000,174.663087789653559,1886.455241517330478
41,57,Abu Dhabi City,AL REEM ISLAND,Canal by M,20240000278350,2221,2027,All property types,4 beds,1,,0.000000000000000,174.663087789653559,1886.455241517330478
41,57,Abu Dhabi City,AL REEM ISLAND,Canal by M,20240000278350,2221,2028,All property types,2 beds,20,,0.000000000000000,174.663087789653559,1886.455241517330478
41,57,Abu Dhabi City,AL REEM ISLAND,Canal by M,20240000278350,2221,2027,Apartment / Duplex,2 beds,20,,0.000000000000000,174.663087789653559,1886.455241517330478
41,57,Abu Dhabi City,AL REEM ISLAND,Canal by M,20240000278350,2221,2027,All property types,3 beds,10,,0.000000000000000,174.663087789653559,1886.455241517330478
41,57,Abu Dhabi City,AL REEM ISLAND,Canal by M,20240000278350,2221,2027,Apartment / Duplex,3 beds,8,,0.000000000000000,174.663087789653559,1886.455241517330478
41,57,Abu Dhabi City,AL REEM ISLAND,Canal by M,20240000278350,2221,2028,All property types,4 beds,1,,0.000000000000000,174.663087789653559,1886.455241517330478
41,57,Abu Dhabi City,AL REEM ISLAND,Canal by M,20240000278350,2221,2027,Villa / Townhouse,All beds,2,,0.000000000000000,174.663087789653559,1886.455241517330478
41,57,Abu Dhabi City,AL REEM ISLAND,Canal by M,20240000278350,2221,2027,Apartment / Duplex,4 beds,1,,0.000000000000000,174.663087789653559,1886.455241517330478
41,57,Abu Dhabi City,AL REEM ISLAND,Canal by M,20240000278350,2221,2028,All property types,3 beds,10,,0.000000000000000,174.663087789653559,1886.455241517330478
41,57,Abu Dhabi City,AL REEM ISLAND,Canal by M,20240000278350,2221,2028,Apartment / Duplex,3 beds,8,,0.000000000000000,174.663087789653559,1886.455241517330478
41,57,Abu Dhabi City,AL REEM ISLAND,Canal by M,20240000278350,2221,2028,Apartment / Duplex,2 beds,20,,0.000000000000000,174.663087789653559,1886.455241517330478
41,57,Abu Dhabi City,AL REEM ISLAND,Canal by M,20240000278350,2221,2027,Apartment / Duplex,All beds,29,,0.000000000000000,174.663087789653559,1886.455241517330478
41,57,Abu Dhabi City,AL REEM ISLAND,Canal by M,20240000278350,2221,2028,All property types,All beds,31,,0.000000000000000,174.663087789653559,1886.455241517330478
41,57,Abu Dhabi City,AL REEM ISLAND,Canal by M,20240000278350,2221,2028,Apartment / Duplex,4 beds,1,,0.000000000000000,174.663087789653559,1886.455241517330478
41,57,Abu Dhabi City,AL REEM ISLAND,Canal by M,20240000278350,2221,2028,Villa / Townhouse,All beds,2,,0.000000000000000,174.663087789653559,1886.455241517330478
41,57,Abu Dhabi City,AL REEM ISLAND,Canal by M,20240000278350,2221,2028,Apartment / Duplex,All beds,29,,0.000000000000000,174.663087789653559,1886.455241517330478
41,57,Abu Dhabi City,AL REEM ISLAND,Canal by M,20240000278350,2221,2028,Villa / Townhouse,3 beds,2,,0.000000000000000,174.663087789653559,1886.455241517330478
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2023,All property types,1 bed,147,54,37.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2023,Apartment / Duplex,1 bed,147,54,37.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2023,All property types,2 beds,123,60,49.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2023,All property types,3 beds,48,25,52.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2023,All property types,Undefined,8,0,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2023,Apartment / Duplex,2 beds,123,60,49.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2023,Apartment / Duplex,3 beds,48,25,52.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2023,All property types,All beds,375,168,45.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2023,Apartment / Duplex,All beds,367,168,46.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2024,All property types,Studio,49,48,98.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2023,Villa / Townhouse,Undefined,8,0,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2023,All property types,Studio,49,29,59.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2024,All property types,3 beds,48,46,96.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2025,All property types,3 beds,48,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2024,All property types,2 beds,123,111,90.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2023,Apartment / Duplex,Studio,49,29,59.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2024,Apartment / Duplex,3 beds,48,46,96.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2025,Apartment / Duplex,Studio,49,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2024,All property types,All beds,375,340,91.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2023,Villa / Townhouse,All beds,8,0,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2025,All property types,All beds,375,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2026,All property types,3 beds,48,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2024,All property types,Undefined,8,0,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2024,All property types,1 bed,147,135,92.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2025,All property types,Studio,49,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2026,Apartment / Duplex,Studio,49,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2024,Apartment / Duplex,2 beds,123,111,90.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2024,Apartment / Duplex,1 bed,147,135,92.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2025,All property types,Undefined,8,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2027,Apartment / Duplex,Studio,49,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2024,Apartment / Duplex,Studio,49,48,98.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2024,Apartment / Duplex,All beds,367,340,93.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2025,Apartment / Duplex,1 bed,147,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2024,Villa / Townhouse,Undefined,8,0,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2024,Villa / Townhouse,All beds,8,0,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2025,All property types,1 bed,147,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2025,Villa / Townhouse,All beds,8,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2025,Apartment / Duplex,2 beds,123,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2025,All property types,2 beds,123,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2025,Apartment / Duplex,3 beds,48,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2025,Villa / Townhouse,Undefined,8,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2025,Apartment / Duplex,All beds,367,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2026,All property types,1 bed,147,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2026,Villa / Townhouse,Undefined,8,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2026,All property types,2 beds,123,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2027,All property types,1 bed,147,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2026,All property types,Studio,49,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2027,All property types,3 beds,48,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2026,All property types,All beds,375,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2027,All property types,Studio,49,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2026,Apartment / Duplex,2 beds,123,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2027,Apartment / Duplex,2 beds,123,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2026,All property types,Undefined,8,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2028,All property types,All beds,375,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2026,Apartment / Duplex,All beds,367,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2028,Apartment / Duplex,1 bed,147,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2026,Apartment / Duplex,1 bed,147,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2028,Apartment / Duplex,Studio,49,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2027,Villa / Townhouse,Undefined,8,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2028,Villa / Townhouse,Undefined,8,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2026,Apartment / Duplex,3 beds,48,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2028,All property types,1 bed,147,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2026,Villa / Townhouse,All beds,8,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2028,All property types,3 beds,48,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2027,All property types,2 beds,123,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2028,All property types,Studio,49,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2027,All property types,All beds,375,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2028,Apartment / Duplex,2 beds,123,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2027,All property types,Undefined,8,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2027,Apartment / Duplex,1 bed,147,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2027,Apartment / Duplex,3 beds,48,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2027,Apartment / Duplex,All beds,367,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2027,Villa / Townhouse,All beds,8,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2028,All property types,2 beds,123,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2028,All property types,Undefined,8,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2028,Apartment / Duplex,3 beds,48,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2028,Apartment / Duplex,All beds,367,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,PIXEL,2018/307090,1208,2028,Villa / Townhouse,All beds,8,,0.000000000000000,692.335925460238968,23745.157060739427834
41,57,Abu Dhabi City,AL REEM ISLAND,Boardwalk Residents ,2022/513435,1379,2022,Apartment / Duplex,3 beds,14,14,100.000000000000000,208.458353603876930,2483.841823100436159
41,57,Abu Dhabi City,AL REEM ISLAND,Boardwalk Residents ,2022/513435,1379,2022,Apartment / Duplex,All beds,34,34,100.000000000000000,208.458353603876930,2483.841823100436159
41,57,Abu Dhabi City,AL REEM ISLAND,Boardwalk Residents ,2022/513435,1379,2023,Apartment / Duplex,3 beds,14,12,86.000000000000000,208.458353603876930,2483.841823100436159
41,57,Abu Dhabi City,AL REEM ISLAND,Boardwalk Residents ,2022/513435,1379,2022,All property types,2 beds,20,20,100.000000000000000,208.458353603876930,2483.841823100436159
41,57,Abu Dhabi City,AL REEM ISLAND,Boardwalk Residents ,2022/513435,1379,2023,All property types,All beds,36,31,86.000000000000000,208.458353603876930,2483.841823100436159
41,57,Abu Dhabi City,AL REEM ISLAND,Boardwalk Residents ,2022/513435,1379,2022,Villa / Townhouse,All beds,2,2,100.000000000000000,208.458353603876930,2483.841823100436159
41,57,Abu Dhabi City,AL REEM ISLAND,Boardwalk Residents ,2022/513435,1379,2024,All property types,3 beds,16,15,94.000000000000000,208.458353603876930,2483.841823100436159
41,57,Abu Dhabi City,AL REEM ISLAND,Boardwalk Residents ,2022/513435,1379,2022,All property types,3 beds,16,16,100.000000000000000,208.458353603876930,2483.841823100436159
41,57,Abu Dhabi City,AL REEM ISLAND,Boardwalk Residents ,2022/513435,1379,2023,Apartment / Duplex,2 beds,20,18,90.000000000000000,208.458353603876930,2483.841823100436159
41,57,Abu Dhabi City,AL REEM ISLAND,Boardwalk Residents ,2022/513435,1379,2023,Villa / Townhouse,All beds,2,1,50.000000000000000,208.458353603876930,2483.841823100436159
41,57,Abu Dhabi City,AL REEM ISLAND,Boardwalk Residents ,2022/513435,1379,2024,All property types,All beds,36,35,97.000000000000000,208.458353603876930,2483.841823100436159
41,57,Abu Dhabi City,AL REEM ISLAND,Boardwalk Residents ,2022/513435,1379,2022,All property types,All beds,36,36,100.000000000000000,208.458353603876930,2483.841823100436159
41,57,Abu Dhabi City,AL REEM ISLAND,Boardwalk Residents ,2022/513435,1379,2023,Villa / Townhouse,3 beds,2,1,50.000000000000000,208.458353603876930,2483.841823100436159
41,57,Abu Dhabi City,AL REEM ISLAND,Boardwalk Residents ,2022/513435,1379,2024,Villa / Townhouse,All beds,2,2,100.000000000000000,208.458353603876930,2483.841823100436159
41,57,Abu Dhabi City,AL REEM ISLAND,Boardwalk Residents ,2022/513435,1379,2024,Apartment / Duplex,All beds,34,33,97.000000000000000,208.458353603876930,2483.841823100436159
41,57,Abu Dhabi City,AL REEM ISLAND,Boardwalk Residents ,2022/513435,1379,2022,Apartment / Duplex,2 beds,20,20,100.000000000000000,208.458353603876930,2483.841823100436159
